Station,Date,Time- LST,Light intensity (W/m²),Light intensity (umol photons/s/m²),,
Beit Dagan,15/06/2020,17:40,185,845.45,,
Beit Dagan,15/06/2020,17:50,115,525.55,,
Beit Dagan,15/06/2020,18:00,110,502.7,,
Beit Dagan,15/06/2020,18:10,82,374.74,,
Beit Dagan,15/06/2020,18:20,39,178.23,,
Beit Dagan,15/06/2020,18:30,23,105.11,,
Beit Dagan,15/06/2020,18:40,13,59.41,,
Beit Dagan,15/06/2020,18:50,0,0,,
Beit Dagan,15/06/2020,19:00,0,0,,
Beit Dagan,15/06/2020,19:10,0,0,,
Beit Dagan,15/06/2020,19:20,0,0,,
Beit Dagan,15/06/2020,19:30,0,0,,
Beit Dagan,15/06/2020,19:40,0,0,,
Beit Dagan,15/06/2020,19:50,0,0,,
Beit Dagan,15/06/2020,20:00,0,0,,
Beit Dagan,15/06/2020,20:10,0,0,,
Beit Dagan,15/06/2020,20:20,0,0,,
Beit Dagan,15/06/2020,20:30,0,0,,
Beit Dagan,15/06/2020,20:40,0,0,,
Beit Dagan,15/06/2020,20:50,0,0,,
Beit Dagan,15/06/2020,21:00,0,0,,
Beit Dagan,15/06/2020,21:10,0,0,,
Beit Dagan,15/06/2020,21:20,0,0,,
Beit Dagan,15/06/2020,21:30,0,0,,
Beit Dagan,15/06/2020,21:40,0,0,,
Beit Dagan,15/06/2020,21:50,0,0,,
Beit Dagan,15/06/2020,22:00,0,0,,
Beit Dagan,15/06/2020,22:10,0,0,,
Beit Dagan,15/06/2020,22:20,0,0,,
Beit Dagan,15/06/2020,22:30,0,0,,
Beit Dagan,15/06/2020,22:40,0,0,,
Beit Dagan,15/06/2020,22:50,0,0,,
Beit Dagan,15/06/2020,23:00,0,0,,
Beit Dagan,15/06/2020,23:10,0,0,,
Beit Dagan,15/06/2020,23:20,0,0,,
Beit Dagan,15/06/2020,23:30,0,0,,
Beit Dagan,15/06/2020,23:40,0,0,,
Beit Dagan,15/06/2020,23:50,0,0,,
Beit Dagan,16/06/2020,0:00,0,0,,
Beit Dagan,16/06/2020,0:10,0,0,,
Beit Dagan,16/06/2020,0:20,0,0,,
Beit Dagan,16/06/2020,0:30,0,0,,
Beit Dagan,16/06/2020,0:40,0,0,,
Beit Dagan,16/06/2020,0:50,0,0,,
Beit Dagan,16/06/2020,1:00,0,0,,
Beit Dagan,16/06/2020,1:10,0,0,,
Beit Dagan,16/06/2020,1:20,0,0,,
Beit Dagan,16/06/2020,1:30,0,0,,
Beit Dagan,16/06/2020,1:40,0,0,,
Beit Dagan,16/06/2020,1:50,0,0,,
Beit Dagan,16/06/2020,2:00,0,0,,
Beit Dagan,16/06/2020,2:10,0,0,,
Beit Dagan,16/06/2020,2:20,0,0,,
Beit Dagan,16/06/2020,2:30,0,0,,
Beit Dagan,16/06/2020,2:40,0,0,,
Beit Dagan,16/06/2020,2:50,0,0,,
Beit Dagan,16/06/2020,3:00,0,0,,
Beit Dagan,16/06/2020,3:10,0,0,,
Beit Dagan,16/06/2020,3:20,0,0,,
Beit Dagan,16/06/2020,3:30,0,0,,
Beit Dagan,16/06/2020,3:40,0,0,,
Beit Dagan,16/06/2020,3:50,0,0,,
Beit Dagan,16/06/2020,4:00,0,0,,
Beit Dagan,16/06/2020,4:10,0,0,,
Beit Dagan,16/06/2020,4:20,0,0,,
Beit Dagan,16/06/2020,4:30,1,4.57,,
Beit Dagan,16/06/2020,4:40,4,18.28,,
Beit Dagan,16/06/2020,4:50,10,45.7,,
Beit Dagan,16/06/2020,5:00,20,91.4,,
Beit Dagan,16/06/2020,5:10,28,127.96,,
Beit Dagan,16/06/2020,5:20,48,219.36,,
Beit Dagan,16/06/2020,5:30,94,429.58,,
Beit Dagan,16/06/2020,5:40,142,648.94,,
Beit Dagan,16/06/2020,5:50,144,658.08,,
Beit Dagan,16/06/2020,6:00,131,598.67,,
Beit Dagan,16/06/2020,6:10,126,575.82,,
Beit Dagan,16/06/2020,6:20,148,676.36,,
Beit Dagan,16/06/2020,6:30,210,959.7,,
Beit Dagan,16/06/2020,6:40,287,1311.59,,
Beit Dagan,16/06/2020,6:50,412,1882.84,,
Beit Dagan,16/06/2020,7:00,216,987.12,,
Beit Dagan,16/06/2020,7:10,229,1046.53,,
Beit Dagan,16/06/2020,7:20,544,2486.08,,
Beit Dagan,16/06/2020,7:30,441,2015.37,,
Beit Dagan,16/06/2020,7:40,207,945.99,,
Beit Dagan,16/06/2020,7:50,192,877.44,,
Beit Dagan,16/06/2020,8:00,223,1019.11,,
Beit Dagan,16/06/2020,8:10,406,1855.42,,
Beit Dagan,16/06/2020,8:20,699,3194.43,,
Beit Dagan,16/06/2020,8:30,734,3354.38,,
Beit Dagan,16/06/2020,8:40,751,3432.07,,
Beit Dagan,16/06/2020,8:50,506,2312.42,,
Beit Dagan,16/06/2020,9:00,788,3601.16,,
Beit Dagan,16/06/2020,9:10,789,3605.73,,
Beit Dagan,16/06/2020,9:20,835,3815.95,,
Beit Dagan,16/06/2020,9:30,857,3916.49,,
Beit Dagan,16/06/2020,9:40,866,3957.62,,
Beit Dagan,16/06/2020,9:50,875,3998.75,,
Beit Dagan,16/06/2020,10:00,891,4071.87,,
Beit Dagan,16/06/2020,10:10,919,4199.83,,
Beit Dagan,16/06/2020,10:20,918,4195.26,,
Beit Dagan,16/06/2020,10:30,945,4318.65,,
Beit Dagan,16/06/2020,10:40,962,4396.34,,
Beit Dagan,16/06/2020,10:50,976,4460.32,,
Beit Dagan,16/06/2020,11:00,982,4487.74,,
Beit Dagan,16/06/2020,11:10,988,4515.16,,
Beit Dagan,16/06/2020,11:20,996,4551.72,,
Beit Dagan,16/06/2020,11:30,998,4560.86,,
Beit Dagan,16/06/2020,11:40,1002,4579.14,,
Beit Dagan,16/06/2020,11:50,1001,4574.57,,
Beit Dagan,16/06/2020,12:00,1002,4579.14,,
Beit Dagan,16/06/2020,12:10,998,4560.86,,
Beit Dagan,16/06/2020,12:20,992,4533.44,,
Beit Dagan,16/06/2020,12:30,990,4524.3,,
Beit Dagan,16/06/2020,12:40,984,4496.88,,
Beit Dagan,16/06/2020,12:50,974,4451.18,,
Beit Dagan,16/06/2020,13:00,966,4414.62,,
Beit Dagan,16/06/2020,13:10,954,4359.78,,
Beit Dagan,16/06/2020,13:20,937,4282.09,,
Beit Dagan,16/06/2020,13:30,922,4213.54,,
Beit Dagan,16/06/2020,13:40,903,4126.71,,
Beit Dagan,16/06/2020,13:50,884,4039.88,,
Beit Dagan,16/06/2020,14:00,863,3943.91,,
Beit Dagan,16/06/2020,14:10,843,3852.51,,
Beit Dagan,16/06/2020,14:20,821,3751.97,,
Beit Dagan,16/06/2020,14:30,795,3633.15,,
Beit Dagan,16/06/2020,14:40,767,3505.19,,
Beit Dagan,16/06/2020,14:50,740,3381.8,,
Beit Dagan,16/06/2020,15:00,712,3253.84,,
Beit Dagan,16/06/2020,15:10,679,3103.03,,
Beit Dagan,16/06/2020,15:20,647,2956.79,,
Beit Dagan,16/06/2020,15:30,611,2792.27,,
Beit Dagan,16/06/2020,15:40,576,2632.32,,
Beit Dagan,16/06/2020,15:50,542,2476.94,,
Beit Dagan,16/06/2020,16:00,509,2326.13,,
Beit Dagan,16/06/2020,16:10,475,2170.75,,
Beit Dagan,16/06/2020,16:20,442,2019.94,,
Beit Dagan,16/06/2020,16:30,407,1859.99,,
Beit Dagan,16/06/2020,16:40,369,1686.33,,
Beit Dagan,16/06/2020,16:50,334,1526.38,,
Beit Dagan,16/06/2020,17:00,298,1361.86,,
Beit Dagan,16/06/2020,17:10,266,1215.62,,
Beit Dagan,16/06/2020,17:20,232,1060.24,,
Beit Dagan,16/06/2020,17:30,197,900.29,,
Beit Dagan,16/06/2020,17:40,165,754.05,,
Beit Dagan,16/06/2020,17:50,132,603.24,,
Beit Dagan,16/06/2020,18:00,100,457,,
Beit Dagan,16/06/2020,18:10,71,324.47,,
Beit Dagan,16/06/2020,18:20,43,196.51,,
Beit Dagan,16/06/2020,18:30,26,118.82,,
Beit Dagan,16/06/2020,18:40,12,54.84,,
Beit Dagan,16/06/2020,18:50,0,0,,
Beit Dagan,16/06/2020,19:00,0,0,,
Beit Dagan,16/06/2020,19:10,0,0,,
Beit Dagan,16/06/2020,19:20,0,0,,
Beit Dagan,16/06/2020,19:30,0,0,,
Beit Dagan,16/06/2020,19:40,0,0,,
Beit Dagan,16/06/2020,19:50,0,0,,
Beit Dagan,16/06/2020,20:00,0,0,,
Beit Dagan,16/06/2020,20:10,0,0,,
Beit Dagan,16/06/2020,20:20,0,0,,
Beit Dagan,16/06/2020,20:30,0,0,,
Beit Dagan,16/06/2020,20:40,0,0,,
Beit Dagan,16/06/2020,20:50,0,0,,
Beit Dagan,16/06/2020,21:00,0,0,,
Beit Dagan,16/06/2020,21:10,0,0,,
Beit Dagan,16/06/2020,21:20,0,0,,
Beit Dagan,16/06/2020,21:30,0,0,,
Beit Dagan,16/06/2020,21:40,0,0,,
Beit Dagan,16/06/2020,21:50,0,0,,
Beit Dagan,16/06/2020,22:00,0,0,,
Beit Dagan,16/06/2020,22:10,0,0,,
Beit Dagan,16/06/2020,22:20,0,0,,
Beit Dagan,16/06/2020,22:30,0,0,,
Beit Dagan,16/06/2020,22:40,0,0,,
Beit Dagan,16/06/2020,22:50,0,0,,
Beit Dagan,16/06/2020,23:00,0,0,,
Beit Dagan,16/06/2020,23:10,0,0,,
Beit Dagan,16/06/2020,23:20,0,0,,
Beit Dagan,16/06/2020,23:30,0,0,,
Beit Dagan,16/06/2020,23:40,0,0,,
Beit Dagan,16/06/2020,23:50,0,0,,
Beit Dagan,17/06/2020,0:00,0,0,,
Beit Dagan,17/06/2020,0:10,0,0,,
Beit Dagan,17/06/2020,0:20,0,0,,
Beit Dagan,17/06/2020,0:30,0,0,,
Beit Dagan,17/06/2020,0:40,0,0,,
Beit Dagan,17/06/2020,0:50,0,0,,
Beit Dagan,17/06/2020,1:00,0,0,,
Beit Dagan,17/06/2020,1:10,0,0,,
Beit Dagan,17/06/2020,1:20,0,0,,
Beit Dagan,17/06/2020,1:30,0,0,,
Beit Dagan,17/06/2020,1:40,0,0,,
Beit Dagan,17/06/2020,1:50,0,0,,
Beit Dagan,17/06/2020,2:00,0,0,,
Beit Dagan,17/06/2020,2:10,0,0,,
Beit Dagan,17/06/2020,2:20,0,0,,
Beit Dagan,17/06/2020,2:30,0,0,,
Beit Dagan,17/06/2020,2:40,0,0,,
Beit Dagan,17/06/2020,2:50,0,0,,
Beit Dagan,17/06/2020,3:00,0,0,,
Beit Dagan,17/06/2020,3:10,0,0,,
Beit Dagan,17/06/2020,3:20,0,0,,
Beit Dagan,17/06/2020,3:30,0,0,,
Beit Dagan,17/06/2020,3:40,0,0,,
Beit Dagan,17/06/2020,3:50,0,0,,
Beit Dagan,17/06/2020,4:00,0,0,,
Beit Dagan,17/06/2020,4:10,0,0,,
Beit Dagan,17/06/2020,4:20,0,0,,
Beit Dagan,17/06/2020,4:30,1,4.57,,
Beit Dagan,17/06/2020,4:40,4,18.28,,
Beit Dagan,17/06/2020,4:50,11,50.27,,
Beit Dagan,17/06/2020,5:00,23,105.11,,
Beit Dagan,17/06/2020,5:10,39,178.23,,
Beit Dagan,17/06/2020,5:20,61,278.77,,
Beit Dagan,17/06/2020,5:30,86,393.02,,
Beit Dagan,17/06/2020,5:40,113,516.41,,
Beit Dagan,17/06/2020,5:50,142,648.94,,
Beit Dagan,17/06/2020,6:00,172,786.04,,
Beit Dagan,17/06/2020,6:10,204,932.28,,
Beit Dagan,17/06/2020,6:20,235,1073.95,,
Beit Dagan,17/06/2020,6:30,275,1256.75,,
Beit Dagan,17/06/2020,6:40,310,1416.7,,
Beit Dagan,17/06/2020,6:50,346,1581.22,,
Beit Dagan,17/06/2020,7:00,382,1745.74,,
Beit Dagan,17/06/2020,7:10,414,1891.98,,
Beit Dagan,17/06/2020,7:20,446,2038.22,,
Beit Dagan,17/06/2020,7:30,478,2184.46,,
Beit Dagan,17/06/2020,7:40,512,2339.84,,
Beit Dagan,17/06/2020,7:50,545,2490.65,,
Beit Dagan,17/06/2020,8:00,581,2655.17,,
Beit Dagan,17/06/2020,8:10,613,2801.41,,
Beit Dagan,17/06/2020,8:20,644,2943.08,,
Beit Dagan,17/06/2020,8:30,675,3084.75,,
Beit Dagan,17/06/2020,8:40,701,3203.57,,
Beit Dagan,17/06/2020,8:50,729,3331.53,,
Beit Dagan,17/06/2020,9:00,752,3436.64,,
Beit Dagan,17/06/2020,9:10,780,3564.6,,
Beit Dagan,17/06/2020,9:20,808,3692.56,,
Beit Dagan,17/06/2020,9:30,829,3788.53,,
Beit Dagan,17/06/2020,9:40,847,3870.79,,
Beit Dagan,17/06/2020,9:50,866,3957.62,,
Beit Dagan,17/06/2020,10:00,887,4053.59,,
Beit Dagan,17/06/2020,10:10,902,4122.14,,
Beit Dagan,17/06/2020,10:20,916,4186.12,,
Beit Dagan,17/06/2020,10:30,931,4254.67,,
Beit Dagan,17/06/2020,10:40,947,4327.79,,
Beit Dagan,17/06/2020,10:50,961,4391.77,,
Beit Dagan,17/06/2020,11:00,969,4428.33,,
Beit Dagan,17/06/2020,11:10,978,4469.46,,
Beit Dagan,17/06/2020,11:20,990,4524.3,,
Beit Dagan,17/06/2020,11:30,994,4542.58,,
Beit Dagan,17/06/2020,11:40,995,4547.15,,
Beit Dagan,17/06/2020,11:50,999,4565.43,,
Beit Dagan,17/06/2020,12:00,1001,4574.57,,
Beit Dagan,17/06/2020,12:10,999,4565.43,,
Beit Dagan,17/06/2020,12:20,995,4547.15,,
Beit Dagan,17/06/2020,12:30,989,4519.73,,
Beit Dagan,17/06/2020,12:40,981,4483.17,,
Beit Dagan,17/06/2020,12:50,969,4428.33,,
Beit Dagan,17/06/2020,13:00,959,4382.63,,
Beit Dagan,17/06/2020,13:10,945,4318.65,,
Beit Dagan,17/06/2020,13:20,930,4250.1,,
Beit Dagan,17/06/2020,13:30,913,4172.41,,
Beit Dagan,17/06/2020,13:40,895,4090.15,,
Beit Dagan,17/06/2020,13:50,875,3998.75,,
Beit Dagan,17/06/2020,14:00,853,3898.21,,
Beit Dagan,17/06/2020,14:10,831,3797.67,,
Beit Dagan,17/06/2020,14:20,807,3687.99,,
Beit Dagan,17/06/2020,14:30,783,3578.31,,
Beit Dagan,17/06/2020,14:40,756,3454.92,,
Beit Dagan,17/06/2020,14:50,727,3322.39,,
Beit Dagan,17/06/2020,15:00,699,3194.43,,
Beit Dagan,17/06/2020,15:10,667,3048.19,,
Beit Dagan,17/06/2020,15:20,632,2888.24,,
Beit Dagan,17/06/2020,15:30,601,2746.57,,
Beit Dagan,17/06/2020,15:40,574,2623.18,,
Beit Dagan,17/06/2020,15:50,544,2486.08,,
Beit Dagan,17/06/2020,16:00,512,2339.84,,
Beit Dagan,17/06/2020,16:10,479,2189.03,,
Beit Dagan,17/06/2020,16:20,440,2010.8,,
Beit Dagan,17/06/2020,16:30,404,1846.28,,
Beit Dagan,17/06/2020,16:40,371,1695.47,,
Beit Dagan,17/06/2020,16:50,336,1535.52,,
Beit Dagan,17/06/2020,17:00,298,1361.86,,
Beit Dagan,17/06/2020,17:10,262,1197.34,,
Beit Dagan,17/06/2020,17:20,227,1037.39,,
Beit Dagan,17/06/2020,17:30,192,877.44,,
Beit Dagan,17/06/2020,17:40,158,722.06,,
Beit Dagan,17/06/2020,17:50,125,571.25,,
Beit Dagan,17/06/2020,18:00,94,429.58,,
Beit Dagan,17/06/2020,18:10,68,310.76,,
Beit Dagan,17/06/2020,18:20,44,201.08,,
Beit Dagan,17/06/2020,18:30,26,118.82,,
Beit Dagan,17/06/2020,18:40,12,54.84,,
Beit Dagan,17/06/2020,18:50,0,0,,
Beit Dagan,17/06/2020,19:00,0,0,,
Beit Dagan,17/06/2020,19:10,0,0,,
Beit Dagan,17/06/2020,19:20,0,0,,
Beit Dagan,17/06/2020,19:30,0,0,,
Beit Dagan,17/06/2020,19:40,0,0,,
Beit Dagan,17/06/2020,19:50,0,0,,
Beit Dagan,17/06/2020,20:00,0,0,,
Beit Dagan,17/06/2020,20:10,0,0,,
Beit Dagan,17/06/2020,20:20,0,0,,
Beit Dagan,17/06/2020,20:30,0,0,,
Beit Dagan,17/06/2020,20:40,0,0,,
Beit Dagan,17/06/2020,20:50,0,0,,
Beit Dagan,17/06/2020,21:00,0,0,,
Beit Dagan,17/06/2020,21:10,0,0,,
Beit Dagan,17/06/2020,21:20,0,0,,
Beit Dagan,17/06/2020,21:30,0,0,,
Beit Dagan,17/06/2020,21:40,0,0,,
Beit Dagan,17/06/2020,21:50,0,0,,
Beit Dagan,17/06/2020,22:00,0,0,,
Beit Dagan,17/06/2020,22:10,0,0,,
Beit Dagan,17/06/2020,22:20,0,0,,
Beit Dagan,17/06/2020,22:30,0,0,,
Beit Dagan,17/06/2020,22:40,0,0,,
Beit Dagan,17/06/2020,22:50,0,0,,
Beit Dagan,17/06/2020,23:00,0,0,,
Beit Dagan,17/06/2020,23:10,0,0,,
Beit Dagan,17/06/2020,23:20,0,0,,
Beit Dagan,17/06/2020,23:30,0,0,,
Beit Dagan,17/06/2020,23:40,0,0,,
Beit Dagan,17/06/2020,23:50,0,0,,
Beit Dagan,18/06/2020,0:00,0,0,,
Beit Dagan,18/06/2020,0:10,0,0,,
Beit Dagan,18/06/2020,0:20,0,0,,
Beit Dagan,18/06/2020,0:30,0,0,,
Beit Dagan,18/06/2020,0:40,0,0,,
Beit Dagan,18/06/2020,0:50,0,0,,
Beit Dagan,18/06/2020,1:00,0,0,,
Beit Dagan,18/06/2020,1:10,0,0,,
Beit Dagan,18/06/2020,1:20,0,0,,
Beit Dagan,18/06/2020,1:30,0,0,,
Beit Dagan,18/06/2020,1:40,0,0,,
Beit Dagan,18/06/2020,1:50,0,0,,
Beit Dagan,18/06/2020,2:00,0,0,,
Beit Dagan,18/06/2020,2:10,0,0,,
Beit Dagan,18/06/2020,2:20,0,0,,
Beit Dagan,18/06/2020,2:30,0,0,,
Beit Dagan,18/06/2020,2:40,0,0,,
Beit Dagan,18/06/2020,2:50,0,0,,
Beit Dagan,18/06/2020,3:00,0,0,,
Beit Dagan,18/06/2020,3:10,0,0,,
Beit Dagan,18/06/2020,3:20,0,0,,
Beit Dagan,18/06/2020,3:30,0,0,,
Beit Dagan,18/06/2020,3:40,0,0,,
Beit Dagan,18/06/2020,3:50,0,0,,
Beit Dagan,18/06/2020,4:00,0,0,,
Beit Dagan,18/06/2020,4:10,0,0,,
Beit Dagan,18/06/2020,4:20,0,0,,
Beit Dagan,18/06/2020,4:30,0,0,,
Beit Dagan,18/06/2020,4:40,2,9.14,,
Beit Dagan,18/06/2020,4:50,8,36.56,,
Beit Dagan,18/06/2020,5:00,18,82.26,,
Beit Dagan,18/06/2020,5:10,32,146.24,,
Beit Dagan,18/06/2020,5:20,52,237.64,,
Beit Dagan,18/06/2020,5:30,84,383.88,,
Beit Dagan,18/06/2020,5:40,113,516.41,,
Beit Dagan,18/06/2020,5:50,144,658.08,,
Beit Dagan,18/06/2020,6:00,175,799.75,,
Beit Dagan,18/06/2020,6:10,208,950.56,,
Beit Dagan,18/06/2020,6:20,243,1110.51,,
Beit Dagan,18/06/2020,6:30,281,1284.17,,
Beit Dagan,18/06/2020,6:40,333,1521.81,,
Beit Dagan,18/06/2020,6:50,353,1613.21,,
Beit Dagan,18/06/2020,7:00,353,1613.21,,
Beit Dagan,18/06/2020,7:10,255,1165.35,,
Beit Dagan,18/06/2020,7:20,159,726.63,,
Beit Dagan,18/06/2020,7:30,364,1663.48,,
Beit Dagan,18/06/2020,7:40,395,1805.15,,
Beit Dagan,18/06/2020,7:50,527,2408.39,,
Beit Dagan,18/06/2020,8:00,330,1508.1,,
Beit Dagan,18/06/2020,8:10,628,2869.96,,
Beit Dagan,18/06/2020,8:20,654,2988.78,,
Beit Dagan,18/06/2020,8:30,465,2125.05,,
Beit Dagan,18/06/2020,8:40,176,804.32,,
Beit Dagan,18/06/2020,8:50,443,2024.51,,
Beit Dagan,18/06/2020,9:00,640,2924.8,,
Beit Dagan,18/06/2020,9:10,782,3573.74,,
Beit Dagan,18/06/2020,9:20,685,3130.45,,
Beit Dagan,18/06/2020,9:30,862,3939.34,,
Beit Dagan,18/06/2020,9:40,552,2522.64,,
Beit Dagan,18/06/2020,9:50,843,3852.51,,
Beit Dagan,18/06/2020,10:00,898,4103.86,,
Beit Dagan,18/06/2020,10:10,938,4286.66,,
Beit Dagan,18/06/2020,10:20,608,2778.56,,
Beit Dagan,18/06/2020,10:30,702,3208.14,,
Beit Dagan,18/06/2020,10:40,813,3715.41,,
Beit Dagan,18/06/2020,10:50,1030,4707.1,,
Beit Dagan,18/06/2020,11:00,917,4190.69,,
Beit Dagan,18/06/2020,11:10,1018,4652.26,,
Beit Dagan,18/06/2020,11:20,1041,4757.37,,
Beit Dagan,18/06/2020,11:30,1020,4661.4,,
Beit Dagan,18/06/2020,11:40,1071,4894.47,,
Beit Dagan,18/06/2020,11:50,802,3665.14,,
Beit Dagan,18/06/2020,12:00,853,3898.21,,
Beit Dagan,18/06/2020,12:10,452,2065.64,,
Beit Dagan,18/06/2020,12:20,401,1832.57,,
Beit Dagan,18/06/2020,12:30,374,1709.18,,
Beit Dagan,18/06/2020,12:40,307,1402.99,,
Beit Dagan,18/06/2020,12:50,333,1521.81,,
Beit Dagan,18/06/2020,13:00,381,1741.17,,
Beit Dagan,18/06/2020,13:10,587,2682.59,,
Beit Dagan,18/06/2020,13:20,741,3386.37,,
Beit Dagan,18/06/2020,13:30,671,3066.47,,
Beit Dagan,18/06/2020,13:40,585,2673.45,,
Beit Dagan,18/06/2020,13:50,591,2700.87,,
Beit Dagan,18/06/2020,14:00,729,3331.53,,
Beit Dagan,18/06/2020,14:10,584,2668.88,,
Beit Dagan,18/06/2020,14:20,586,2678.02,,
Beit Dagan,18/06/2020,14:30,626,2860.82,,
Beit Dagan,18/06/2020,14:40,583,2664.31,,
Beit Dagan,18/06/2020,14:50,574,2623.18,,
Beit Dagan,18/06/2020,15:00,561,2563.77,,
Beit Dagan,18/06/2020,15:10,814,3719.98,,
Beit Dagan,18/06/2020,15:20,601,2746.57,,
Beit Dagan,18/06/2020,15:30,375,1713.75,,
Beit Dagan,18/06/2020,15:40,520,2376.4,,
Beit Dagan,18/06/2020,15:50,492,2248.44,,
Beit Dagan,18/06/2020,16:00,432,1974.24,,
Beit Dagan,18/06/2020,16:10,526,2403.82,,
Beit Dagan,18/06/2020,16:20,441,2015.37,,
Beit Dagan,18/06/2020,16:30,446,2038.22,,
Beit Dagan,18/06/2020,16:40,376,1718.32,,
Beit Dagan,18/06/2020,16:50,208,950.56,,
Beit Dagan,18/06/2020,17:00,281,1284.17,,
Beit Dagan,18/06/2020,17:10,117,534.69,,
Beit Dagan,18/06/2020,17:20,138,630.66,,
Beit Dagan,18/06/2020,17:30,165,754.05,,
Beit Dagan,18/06/2020,17:40,144,658.08,,
Beit Dagan,18/06/2020,17:50,176,804.32,,
Beit Dagan,18/06/2020,18:00,108,493.56,,
Beit Dagan,18/06/2020,18:10,50,228.5,,
Beit Dagan,18/06/2020,18:20,46,210.22,,
Beit Dagan,18/06/2020,18:30,30,137.1,,
Beit Dagan,18/06/2020,18:40,12,54.84,,
Beit Dagan,18/06/2020,18:50,0,0,,
Beit Dagan,18/06/2020,19:00,0,0,,
Beit Dagan,18/06/2020,19:10,0,0,,
Beit Dagan,18/06/2020,19:20,0,0,,
Beit Dagan,18/06/2020,19:30,0,0,,
Beit Dagan,18/06/2020,19:40,0,0,,
Beit Dagan,18/06/2020,19:50,0,0,,
Beit Dagan,18/06/2020,20:00,0,0,,
Beit Dagan,18/06/2020,20:10,0,0,,
Beit Dagan,18/06/2020,20:20,0,0,,
Beit Dagan,18/06/2020,20:30,0,0,,
Beit Dagan,18/06/2020,20:40,0,0,,
Beit Dagan,18/06/2020,20:50,0,0,,
Beit Dagan,18/06/2020,21:00,0,0,,
Beit Dagan,18/06/2020,21:10,0,0,,
Beit Dagan,18/06/2020,21:20,0,0,,
Beit Dagan,18/06/2020,21:30,0,0,,
Beit Dagan,18/06/2020,21:40,0,0,,
Beit Dagan,18/06/2020,21:50,0,0,,
Beit Dagan,18/06/2020,22:00,0,0,,
Beit Dagan,18/06/2020,22:10,0,0,,
Beit Dagan,18/06/2020,22:20,0,0,,
Beit Dagan,18/06/2020,22:30,0,0,,
Beit Dagan,18/06/2020,22:40,0,0,,
Beit Dagan,18/06/2020,22:50,0,0,,
Beit Dagan,18/06/2020,23:00,0,0,,
Beit Dagan,18/06/2020,23:10,0,0,,
Beit Dagan,18/06/2020,23:20,0,0,,
Beit Dagan,18/06/2020,23:30,0,0,,
Beit Dagan,18/06/2020,23:40,0,0,,
Beit Dagan,18/06/2020,23:50,0,0,,
Beit Dagan,19/06/2020,0:00,0,0,,
Beit Dagan,19/06/2020,0:10,0,0,,
Beit Dagan,19/06/2020,0:20,0,0,,
Beit Dagan,19/06/2020,0:30,0,0,,
Beit Dagan,19/06/2020,0:40,0,0,,
Beit Dagan,19/06/2020,0:50,0,0,,
Beit Dagan,19/06/2020,1:00,0,0,,
Beit Dagan,19/06/2020,1:10,0,0,,
Beit Dagan,19/06/2020,1:20,0,0,,
Beit Dagan,19/06/2020,1:30,0,0,,
Beit Dagan,19/06/2020,1:40,0,0,,
Beit Dagan,19/06/2020,1:50,0,0,,
Beit Dagan,19/06/2020,2:00,0,0,,
Beit Dagan,19/06/2020,2:10,0,0,,
Beit Dagan,19/06/2020,2:20,0,0,,
Beit Dagan,19/06/2020,2:30,0,0,,
Beit Dagan,19/06/2020,2:40,0,0,,
Beit Dagan,19/06/2020,2:50,0,0,,
Beit Dagan,19/06/2020,3:00,0,0,,
Beit Dagan,19/06/2020,3:10,0,0,,
Beit Dagan,19/06/2020,3:20,0,0,,
Beit Dagan,19/06/2020,3:30,0,0,,
Beit Dagan,19/06/2020,3:40,0,0,,
Beit Dagan,19/06/2020,3:50,0,0,,
Beit Dagan,19/06/2020,4:00,0,0,,
Beit Dagan,19/06/2020,4:10,0,0,,
Beit Dagan,19/06/2020,4:20,0,0,,
Beit Dagan,19/06/2020,4:30,0,0,,
Beit Dagan,19/06/2020,4:40,3,13.71,,
Beit Dagan,19/06/2020,4:50,12,54.84,,
Beit Dagan,19/06/2020,5:00,24,109.68,,
Beit Dagan,19/06/2020,5:10,55,251.35,,
Beit Dagan,19/06/2020,5:20,79,361.03,,
Beit Dagan,19/06/2020,5:30,104,475.28,,
Beit Dagan,19/06/2020,5:40,125,571.25,,
Beit Dagan,19/06/2020,5:50,167,763.19,,
Beit Dagan,19/06/2020,6:00,228,1041.96,,
Beit Dagan,19/06/2020,6:10,262,1197.34,,
Beit Dagan,19/06/2020,6:20,264,1206.48,,
Beit Dagan,19/06/2020,6:30,259,1183.63,,
Beit Dagan,19/06/2020,6:40,229,1046.53,,
Beit Dagan,19/06/2020,6:50,413,1887.41,,
Beit Dagan,19/06/2020,7:00,385,1759.45,,
Beit Dagan,19/06/2020,7:10,183,836.31,,
Beit Dagan,19/06/2020,7:20,275,1256.75,,
Beit Dagan,19/06/2020,7:30,359,1640.63,,
Beit Dagan,19/06/2020,7:40,361,1649.77,,
Beit Dagan,19/06/2020,7:50,441,2015.37,,
Beit Dagan,19/06/2020,8:00,578,2641.46,,
Beit Dagan,19/06/2020,8:10,446,2038.22,,
Beit Dagan,19/06/2020,8:20,498,2275.86,,
Beit Dagan,19/06/2020,8:30,644,2943.08,,
Beit Dagan,19/06/2020,8:40,738,3372.66,,
Beit Dagan,19/06/2020,8:50,723,3304.11,,
Beit Dagan,19/06/2020,9:00,801,3660.57,,
Beit Dagan,19/06/2020,9:10,814,3719.98,,
